,PrivCo_ID,profile_type,classification,status,PE_Backed,VC_Backed,year_founded,City,State,Country,Zip,Industry_PICS,Keywords,sic,naics,Company_Tags,fiscal_month,fiscal_day,Total_Round,index_total_funding,Latest_Valuation,Latest_Valuation_Year,1 Year Revenue Growth,3 Year Revenue Growth,1 Year Employee Growth,3 Year Employee Growth,2024 Revenue,2023 Revenue,2022 Revenue,2021 Revenue,2020 Revenue,2019 Revenue,2018 Revenue,2017 Revenue,2024 Employees,2023 Employees,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2018 Employees,2017 Employees,2023 EBITDA,2022 EBITDA,2021 EBITDA,2020 EBITDA,2019 EBITDA,2018 EBITDA,2017 EBITDA,2023 EV,2022 EV,2021 EV,2020 EV,2019 EV,2018 EV,2017 EV,2023 Net Income,2022 Net Income,2021 Net Income,2020 Net Income,2019 Net Income,2018 Net Income,2017 Net Income
1573,1895770,Company,Private,Active,No,No,2020,Austin,TX,US,,Software & Internet Services,Information Technology|Internet|Software|Web Design & Development,,,,12,31,0,,7800000,2023,,,,,,1150000,,,,,,,,6,,,,,,,280000,,,,,,,7800000,,,,,,,195000,,,,,,
1574,1895812,Company,Private,Active,No,No,2018,San Francisco,CA,US,,Consulting,Artificial Intelligence|Augmented Reality|Big Data|Blockchain|Management Consulting|Parking|Smart Cities|Software|Virtual Reality,,,,12,31,0,,4250000,2023,,,,,,2100000,,,,,,,,9,,,,,,,220000,,,,,,,4250000,,,,,,,155000,,,,,,
1575,1895862,Company,Private,Active,No,Yes,2019,Los Angeles,CA,US,,Software & Internet Services,Games|Online Games|Video Games,,,VC Backed,12,31,2,4500000,15000000,2021,-32,,-33.3333,,,3400000,5000000,,,,,,,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,1895866,Company,Private,Active,No,No,2017,Los Angeles,CA,US,,Software & Internet Services,Compliance|Enterprise Software|Human Resources|Information Technology|Software,,,,12,31,0,,7800000,2023,,,,,,1150000,,,,,,,,6,,,,,,,280000,,,,,,,7800000,,,,,,,195000,,,,,,
1577,1895871,Company,Private,Active,No,No,2017,Menlo Park,CA,US,94025,Software & Internet Services,Business-to-Business|Enterprise Software|Industrial Automation|Security|Software,,,,12,31,0,,8450000,2023,13.6364,,,,,1250000,1100000,,,,,,,,5,,,,,,305000,300000,,,,,,8450000,6750000,,,,,,215000,210000,,,,,
1578,1895881,Company,Private,Active,No,No,2018,Boston,MA,US,,Technology Services,Analytics|Database Management|Internet of Things|Real Time|Software|Women-Founded,,,,12,31,0,,18000000,2023,21.4286,,18.1818,,,3400000,2800000,,,,,,,13,11,,,,,,790000,720000,,,,,,18000000,13500000,,,,,,550000,505000,,,,,
1579,1895895,Company,Private,Active,No,No,2017,San Francisco,CA,US,94107,Software & Internet Services,Artificial Intelligence|Cloud|Computer Vision|Developer Tools|Enterprise Software|GPU|Platform-as-a-Service (PaaS)|Software Development,,,,12,31,0,,9450000,2023,,,,,,1400000,,,,,,,,6,,,,,,,345000,,,,,,,9450000,,,,,,,240000,,,,,,
1580,1895901,Company,Private,Active,No,No,2017,Dallas,TX,US,75208,Consumer Products,Electronics|Engineering|Industrial|Manufacturing|Mechanical Engineering|Product Design,,,,12,31,0,,2800000,2023,1.2658,,0,,,800000,790000,,,,,,,3,3,,,,,,150000,165000,,,,,,2800000,2500000,,,,,,105000,115000,,,,,
1581,1895904,Company,Private,Active,No,No,2017,Palo Alto,CA,US,,Software & Internet Services,Artificial Intelligence|Augmented Reality|Computer Vision|Photography|Social Media|Social Network|Software,,,,12,31,0,,9800000,2023,,,,,,1450000,,,,,,,,6,,,,,,,355000,,,,,,,9800000,,,,,,,250000,,,,,,
1582,1896016,Company,Private,Active,No,No,2017,San Jose,CA,US,,Health Care Providers,Health Care|Hospital|Medical,,,,12,31,0,,,,,,,,,1050000,,,,,,,,6,,,,,,,120000,,,,,,,740000,,,,,,,84500,,,,,,
1583,1896044,Company,Private,Active,No,No,2019,San Francisco,CA,US,94131,Industrial Services,Agricultural|Risk Management|Software,,,,12,31,0,,5550000,2023,82.6923,,80,,,4750000,2600000,,,,,,,18,10,,,,,,395000,240000,,,,,,5550000,2750000,,,,,,275000,165000,,,,,
1584,1896064,Company,Private,Active,No,No,2017,New York,NY,US,,Software & Internet Services,Cloud|Developer Tools|Productivity|Software,,,Acquired|Subsidiary,12,31,0,,8450000,2023,-32.4324,,-33.3333,,,1250000,1850000,,,,,,,6,9,,,,,,305000,505000,,,,,,8450000,11500000,,,,,,215000,355000,,,,,
1585,1896097,Company,Private,Active,No,No,2017,Los Angeles,CA,US,,Real Estate,Finance|Fintech|Real Estate|Virtual Reality,,,,12,31,0,,3750000,2023,,,,,,1750000,,,,,,,,5,,,,,,,170000,,,,,,,3750000,,,,,,,120000,,,,,,
1586,1896104,Company,Private,Active,No,No,2017,Belgrade,MT,US,,Software & Internet Services,Customer Relationship Management (CRM)|Software,,,,12,31,0,,7800000,2023,,,,,,1150000,,,,,,,,6,,,,,,,280000,,,,,,,7800000,,,,,,,195000,,,,,,
1587,1896173,Company,Private,Active,No,No,2018,Southbridge,MA,US,,Human Resources & Employment Services,Human Resources|Staffing,,,,12,31,0,,,,,,,,,425000,,,,,,,,2,,,,,,,36000,,,,,,,580000,,,,,,,25500,,,,,,
1588,1896192,Company,Private,Active,No,No,2018,San Jose,CA,US,,Consumer Products,Art|Home Decor|Interior Design|Marketplace|Retail|Technology,,,,12,31,0,,7150000,2023,,,,,,2050000,,,,,,,,6,,,,,,,380000,,,,,,,7150000,,,,,,,265000,,,,,,
1589,1896294,Company,Private,Active,No,No,2017,Cambridge,MA,US,2139,Biotechnology,Biotechnology,,,,12,31,0,,3100000,2023,,,,,,2100000,,,,,,,,8,,,,,,,305000,,,,,,,3100000,,,,,,,210000,,,,,,
1590,1896358,Company,Private,Active,No,No,2017,Irvine,CA,US,,Software & Internet Services,Information Technology|Software,,,,12,31,0,,7800000,2023,,,,,,1150000,,,,,,,,6,,,,,,,280000,,,,,,,7800000,,,,,,,195000,,,,,,
1591,1896366,Company,Private,Active,Yes,Yes,2020,Phoenix,AZ,US,85012,Software & Internet Services,Data Management|Database Management|Enterprise Software|Property Management|Real Estate|Rental Property|SaaS|Software|Women-Founded|Women-led,,,PE Backed|VC Backed,12,31,1,3000000,9000000,2022,12.5,,16.6667,,,1350000,1200000,985000,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,
1592,1896423,Company,Private,Active,No,Yes,2018,Oakland,CA,US,94612,Software & Internet Services,Cryptocurrency|Finance|Fintech|Investment Management|Payments|Security,,541511,VC Backed,12,31,5,119086200,502870000,2022,13.9896,15.1737,10,,,11000000,9650000,8050000,7200000,,,,,,,33,30,,,,,,4850000,3950000,,,,,502870000,,45500000,,,,,,,,,,
1593,1896486,Company,Private,Active,Yes,Yes,2019,San Francisco,CA,US,94110,Food & Beverage Producers,Beverages|Food|Organic|Plant-Based,,,PE Backed|VC Backed,12,31,3,17750000,50000000,2022,9.2715,,92.3077,,,8250000,7550000,3850000,,,,,,,25,13,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1896522,Company,Private,Active,No,No,2017,Irvine,CA,US,,Banks,Finance,,,,12,31,0,,,,,,,,,37500000,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,1896593,Company,Private,Active,No,No,2018,Salt Lake City,UT,US,,Technology Services,Artificial Intelligence|Consulting|Information Technology|Management Consulting|Natural Language Processing (NLP)|Text Analytics|Women-Founded,,,,12,31,0,,6950000,2023,,,,,,1300000,,,,,,,,6,,,,,,,300000,,,,,,,6950000,,,,,,,210000,,,,,,
1596,1896612,Company,Private,Active,No,No,2017,Burlington,MA,US,,Logistics Services,Consumer Services|Delivery|Enterprise Software|Last Mile Transportation|Same Day Delivery|Software|Waste Management,,,,12,31,0,,2500000,2023,,,,,,1500000,,,,,,,,6,,,,,,,145000,,,,,,,2500000,,,,,,,105000,,,,,,
1597,1896691,Company,Private,Active,No,No,2018,New York,NY,US,,Software & Internet Services,Finance|Marketplace,,,,12,31,0,,5700000,2023,,,,,,840000,,,,,,,,4,,,,,,,205000,,,,,,,5700000,,,,,,,145000,,,,,,
1598,1896784,Company,Private,Active,No,No,2020,San Francisco,CA,US,,Real Estate,Commercial Services|Investment Management|Loans|Real Estate|Women-Founded,,,,12,31,0,,5450000,2023,,,,,,2550000,,,,,,,,6,,,,,,,245000,,,,,,,5450000,,,,,,,170000,,,,,,
1599,1896863,Company,Private,Active,No,No,2017,Atlanta,GA,US,,Software & Internet Services,Artificial Intelligence|Software,,,,12,31,0,,7450000,2023,,,,,,1100000,,,,,,,,6,,,,,,,270000,,,,,,,7450000,,,,,,,190000,,,,,,
1600,1896941,Company,Private,Active,No,No,2017,Niantic,CT,US,,Advertising & Marketing,Digital Marketing,,,,12,31,0,,1650000,2023,,,,,,1450000,,,,,,,,6,,,,,,,150000,,,,,,,1650000,,,,,,,105000,,,,,,
1601,1896963,Company,Private,Active,No,No,2017,Emeryville,CA,US,,Health Care Providers,Artificial Intelligence|Diagnostics|Health Care|Hospital,,,,12,31,0,,,,1.2121,,0,,,835000,825000,,,,,,,5,5,,,,,,96000,105000,,,,,,590000,530000,,,,,,67500,74000,,,,,
1602,1896964,Company,Private,Active,No,No,2018,Oakland,CA,US,,Software & Internet Services,Networking|Nonprofit|Professional Services|Social|Women-Founded|Women-led,,,,12,31,0,,40500000,2023,,,,,,6000000,,,,,,,,26,,,,,,,1450000,,,,,,,40500000,,,,,,,1050000,,,,,,
1603,1897029,Company,Private,Active,No,No,2017,Port Orange,FL,US,,Technology Services,Insurance|Internet|Social Media,,,,12,31,0,,6450000,2023,,,,,,1200000,,,,,,,,6,,,,,,,280000,,,,,,,6450000,,,,,,,195000,,,,,,
1604,1897033,Company,Private,Active,No,No,2017,Chicago,IL,US,60610,Technology Services,Advertising|Consumer Reviews|Events|Management Services|Marketing|Promotion|Recruitment,,,,12,31,0,,20000000,2023,8.8235,,,,,3700000,3400000,,,,,,,,15,,,,,,860000,875000,,,,,,20000000,16500000,,,,,,600000,615000,,,,,
1605,1897146,Company,Private,Active,No,No,2019,Santa Ana,CA,US,,Health Care Providers,,,,,12,31,0,,,,,,,,,825000,,,,,,,,6,,,,,,,95000,,,,,,,580000,,,,,,,66500,,,,,,
1606,1897267,Company,Private,Active,No,No,2017,New York,NY,US,,Software & Internet Services,Artificial Intelligence|Augmented Reality|Computer Vision|Internet of Things,,,,12,31,0,,88000000,2023,,,,,,13000000,,,,,,,,62,,,,,,,3200000,,,,,,,88000000,,,,,,,2250000,,,,,,
1607,1897302,Company,Private,Active,No,Yes,2018,Woburn,MA,US,1801,Biotechnology,Biopharmaceuticals|Drug Research|Life Sciences|Research & Development,,,VC Backed,12,31,1,1800000,,,12.1212,,,,,3700000,3300000,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,1897387,Company,Private,Active,No,No,2018,Burlingame,CA,US,,Entertainment,Advertising|Internet,,,,12,31,0,,7200000,2023,,,,,,2300000,,,,,,,,6,,,,,,,225000,,,,,,,7200000,,,,,,,160000,,,,,,
1609,1897460,Company,Private,Active,No,No,2017,Hoboken,NJ,US,,Investment Management & Financial Advisory,Venture Capital,,,,12,31,0,,1600000,2023,,,,,,795000,,,,,,,,3,,,,,,,86000,,,,,,,1600000,,,,,,,60500,,,,,,
1610,1897554,Company,Private,Active,No,No,2018,New York,NY,US,,Software & Internet Services,Blockchain,,,,12,31,0,,8450000,2023,,,,,,1250000,,,,,,,,6,,,,,,,305000,,,,,,,8450000,,,,,,,215000,,,,,,
1611,1897638,Company,Private,Active,No,No,2017,Rochester,MN,US,,Technology Services,Consulting|Customer Relationship Management (CRM)|Information Technology,,,,12,31,0,,2350000,2023,,,,,,435000,,,,,,,,2,,,,,,,100000,,,,,,,2350000,,,,,,,70500,,,,,,
1612,1897687,Company,Private,Active,No,No,2019,Fair Oaks,CA,US,,Advertising & Marketing,Advertising|Consulting|Digital Marketing|Internet|Marketing|SEO|Web Design & Development,,,,12,31,0,,1950000,2023,,,,,,1700000,,,,,,,,7,,,,,,,175000,,,,,,,1950000,,,,,,,125000,,,,,,
1613,1897769,Company,Private,Active,No,No,2019,Wilmington,DE,US,19808,Technology Services,Accounting|Cryptocurrency|Finance|Fintech|Software|Women-Founded|Women-led,,,,12,31,0,,9900000,2023,,,,,,1850000,,,,,,,,8,,,,,,,430000,,,,,,,9900000,,,,,,,300000,,,,,,
1614,1897789,Company,Private,Active,No,No,2017,Oklahoma City,OK,US,73105,Health Care Providers,Health Care|Medical Devices|Virtual Reality,,,,12,31,0,,,,,,,,,505000,,,,,,,,4,,,,,,,58000,,,,,,,355000,,,,,,,40500,,,,,,
1615,1897836,Company,Private,Active,No,No,2017,Lehi,UT,US,84043,Software & Internet Services,Internet|Internet of Things|Robotics|Software,,,,12,31,0,,6750000,2023,,,,,,1000000,,,,,,,,6,,,,,,,245000,,,,,,,6750000,,,,,,,170000,,,,,,
1616,1897885,Company,Private,Active,No,No,2019,Lafayette,LA,US,70503,Health Care Equipment,Health Care|Medical Devices,,,,12,31,0,,1800000,2023,,,,,,640000,,,,,,,,3,,,,,,,110000,,,,,,,1800000,,,,,,,77000,,,,,,
1617,1897924,Company,Private,Active,No,Yes,2018,Burlingame,CA,US,94010,Entertainment,Art|Asian-founded|Asian-Led|Collaboration|Enterprise Software|Entertainment|Internet|Productivity|Software|Tools|Video Games|Women-Founded|Women-led,,,VC Backed,12,31,1,5000000,15000000,2023,,,,,,22000000,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,1897956,Company,Private,Active,No,No,2019,New York,NY,US,11231,Investment Management & Financial Advisory,Blockchain|Information Technology|Security,,,,12,31,0,,3700000,2023,0,,0,,,1850000,1850000,,,,,,,7,7,,,,,,200000,225000,,,,,,3700000,3400000,,,,,,140000,155000,,,,,
1619,1898003,Company,Private,Active,Yes,Yes,2017,Sunnyvale,CA,US,94085,Software & Internet Services,Analytics|Artificial Intelligence|Big Data|Data Processing|Health Care|Health Care Technology|Hospital|Platform|Remediation|Risk Management|Software|Software Development|Visualization,,,PE Backed|VC Backed,12,31,4,15000000,45000000,2021,13.3005,,,,,4600000,4060000,3392640,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,
1620,1898026,Company,Private,Active,No,Yes,2020,Portland,OR,US,97202,Software & Internet Services,Consumer Software|Digital Health|Employee Benefits|Health Care|Health Care Technology|Medical Devices|Monitoring|Personal Health,,,VC Backed,12,31,1,6000000,20000000,2021,13.5922,,10.7143,,,5850000,5150000,,,,,,,31,28,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,1898029,Company,Private,Active,No,No,2018,San Diego,CA,US,92122,Investment Management & Financial Advisory,Finance|Fintech|Information|Information Technology,,,,12,31,0,,3900000,2023,-32.7586,,-33.3333,,,1950000,2900000,,,,,,,8,12,,,,,,210000,350000,,,,,,3900000,5300000,,,,,,150000,245000,,,,,
1622,1898084,Company,Private,Active,No,No,2017,Los Angeles,CA,US,90036,Software & Internet Services,Apps|Computers|Employee Benefits|Health Care|Mobile|Software|Wellness,,,,12,31,0,,7800000,2023,24.3243,,20,,,1150000,925000,,,,,,,6,5,,,,,,280000,250000,,,,,,7800000,5700000,,,,,,195000,175000,,,,,
1623,1898092,Company,Private,Active,Yes,Yes,2018,Pittsburgh,PA,US,15212,Software & Internet Services,Automation|Employee Engagement|Enterprise Software|Human Resources|Platform|Platform-as-a-Service (PaaS),,,PE Backed|VC Backed,12,31,1,5000000,15000000,2022,14.2857,,,,,4400000,3850000,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,1898099,Company,Private,Active,No,No,2018,Golden,CO,US,80401,Education Services,Collaboration|Education|Internet,,,,12,31,0,,2250000,2023,,,,,,1850000,,,,,,,,10,,,,,,,165000,,,,,,,2250000,,,,,,,115000,,,,,,
1625,1898107,Company,Private,Active,Yes,Yes,2018,Seattle,WA,US,02114,Technology Services,Cloud|Embedded Software|Embedded Systems|Internet|Internet of Things|Technology Services|Telecommunications|Wireless,,,PE Backed|VC Backed,12,31,3,65000000,200000000,2023,8,,,,,13500000,12500000,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,1898210,Company,Private,Active,No,No,2017,San Francisco,CA,US,,Telecommunication Services,Blockchain|Cryptocurrency,,,,12,31,0,,2250000,2023,,,,,,940000,,,,,,,,3,,,,,,,260000,,,,,,,2250000,,,,,,,180000,,,,,,
1627,1898386,Company,Private,Active,No,No,2019,San Francisco,CA,US,,Health Care Equipment,Baby & Children|Consumer Services|Health Care|Medical Devices|Wearables|Wellness|Women-Founded,,,,12,31,0,,4900000,2023,,,,,,1750000,,,,,,,,6,,,,,,,300000,,,,,,,4900000,,,,,,,210000,,,,,,
1628,1898396,Company,Private,Active,No,No,2017,Beverly Hills,CA,US,90210,Software & Internet Services,Apps|Messaging|Mobile,,,,12,31,0,,7800000,2023,,,,,,1150000,,,,,,,,6,,,,,,,280000,,,,,,,7800000,,,,,,,195000,,,,,,
1629,1898482,Company,Private,Active,No,No,2017,San Antonio,TX,US,,Vehicle Manufacturers,Automotive,,,,12,31,0,,1800000,2023,,,,,,1250000,,,,,,,,6,,,,,,,71500,,,,,,,1800000,,,,,,,50000,,,,,,
1630,1898676,Company,Private,Active,No,No,2018,Akron,PA,US,,Aerospace & Defense,Manufacturing,,,,12,31,0,,1150000,2023,,,,,,1100000,,,,,,,,6,,,,,,,86500,,,,,,,1150000,,,,,,,60500,,,,,,
1631,1898688,Company,Private,Active,No,No,2018,Brooklyn,NY,US,,Specialized Consumer Services,Augmented Reality|Coworking|Virtual Reality,,,,12,31,0,,1700000,2023,,,,,,1100000,,,,,,,,6,,,,,,,115000,,,,,,,1700000,,,,,,,80000,,,,,,
1632,1898736,Company,Private,Active,No,No,2017,Butte,MT,US,59701,Restaurants,Alcohol|Beverages|Food,,,,12,31,0,,2050000,2023,-24.4186,,-25,,,650000,860000,,,,,,,6,8,,,,,,96000,140000,,,,,,2050000,2500000,,,,,,67500,99000,,,,,
1633,1898741,Company,Private,Active,No,No,2019,Seattle,WA,US,,Restaurants,E-Commerce|Internet|Restaurant,,,,12,31,0,,2350000,2023,,,,,,735000,,,,,,,,6,,,,,,,110000,,,,,,,2350000,,,,,,,76000,,,,,,
1634,1898784,Company,Private,Active,No,No,2018,Sacramento,CA,US,95834,Advertising & Marketing,,,,,12,31,0,,3050000,2023,-19.697,,-21.4286,,,2650000,3300000,,,,,,,11,14,,,,,,275000,380000,,,,,,3050000,3450000,,,,,,190000,265000,,,,,
1635,1898824,Company,Private,Active,No,No,2018,Bozeman,MT,US,59715,Software & Internet Services,Blockchain|Cloud|Information|Storage,,,,12,31,0,,7800000,2023,4.5455,,0,,,1150000,1100000,,,,,,,6,6,,,,,,280000,300000,,,,,,7800000,6750000,,,,,,195000,210000,,,,,
1636,1898851,Company,Private,Active,No,No,2018,New York,NY,US,10023,Restaurants,Beverages|Food|Food Processing,,,,12,31,0,,1900000,2023,0.8475,,0,,,595000,590000,,,,,,,5,5,,,,,,88000,97000,,,,,,1900000,1700000,,,,,,61500,68000,,,,,
1637,1899093,Company,Private,Active,No,No,2018,Casper,WY,US,,Investment Management & Financial Advisory,Finance|Fundraising|Personal Finance|Platform-as-a-Service (PaaS),,,,12,31,0,,2900000,2023,,,,,,1450000,,,,,,,,6,,,,,,,155000,,,,,,,2900000,,,,,,,110000,,,,,,
1638,1899122,Company,Private,Active,No,No,2017,San Francisco,CA,US,,Software & Internet Services,,,,,12,31,0,,3100000,2023,,,,,,460000,,,,,,,,2,,,,,,,115000,,,,,,,3100000,,,,,,,79000,,,,,,
1639,1899250,Company,Private,Active,No,No,2017,San Francisco,CA,US,,Software & Internet Services,Document Management|Legal|Software,,,,12,31,0,,61000000,2023,,,,,,9000000,,,,,,,,39,,,,,,,2200000,,,,,,,61000000,,,,,,,1550000,,,,,,
1640,1899275,Company,Private,Active,No,No,2017,San Jose,CA,US,95131,Software & Internet Services,Beverages|Delivery|Events|Food,,,,12,31,0,,25500000,2023,1552.1739,,1500,,,3800000,230000,,,,,,,16,1,,,,,,930000,62500,,,,,,25500000,1400000,,,,,,650000,44000,,,,,
